-1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND 1 -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND 1 -1.#IND -1.#IND 1 1 -1.#IND -1.#IND 1 -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND 1 -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND 1 -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND 1 -1.#IND -1.#IND -1.#IND 1 -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND 1 -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND 1 -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND 1 -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND 0.927045 -1.#IND -1.#IND -1.#IND -1.#IND 1 -1.#IND -1.#IND 1 -1.#IND 1 -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND 1 -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND 1 -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND 1 -1.#IND 1 -1.#IND -1.#IND 1 1 -1.#IND 1 -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND 1 -1.#IND -1.#IND -1.#IND 1 -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND 1 -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND 1 -1.#IND -1.#IND -1.#IND 1 1 1 -1.#IND 1 -1.#IND -1.#IND -1.#IND 1 0.78408 -1.#IND -1.#IND 1 -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND 0.849992 -1.#IND 1 -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND 1 -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND 1 -1.#IND 1 -1.#IND -1.#IND -1.#IND 1 1 -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND 1 -1.#IND -1.#IND -1.#IND 1 1 -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND 1 -1.#IND 1 -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND 
1 0.746441 1 1 1 -1.#IND 1 0.987404 -1.#IND 1 1 1 -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND 0.908051 1 -1.#IND 1 -1.#IND 0.991432 -1.#IND 0.996502 1 1 -1.#IND 1 -1.#IND 1 0.85929 1 0.736953 0.717422 1 1 -1.#IND -1.#IND 1 1 0.912478 0.762774 0.851861 0.921639 -1.#IND 1 -1.#IND -1.#IND -1.#IND 1 -1.#IND 1 1 0.851294 -1.#IND 0.969232 0.990714 -1.#IND -1.#IND 1 -1.#IND 0.979636 1 1 1 0.404861 1 -1.#IND 1 0.89107 0.881624 1 1 -1.#IND 0.728191 1 0.963288 1 1 1 -1.#IND 0.989031 -1.#IND -1.#IND -1.#IND -1.#IND 0.804756 1 -1.#IND -1.#IND 1 1 -1.#IND 0.911833 -1.#IND -1.#IND 1 1 1 -1.#IND -1.#IND -1.#IND 0.937923 -1.#IND -1.#IND -1.#IND 1 1 -1.#IND 1 0.940399 1 0.615842 0.981777 -1.#IND 1 1 -1.#IND 0.796782 1 1 1 -1.#IND -1.#IND 0.922674 0.720543 -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND 0.237052 1 0.785864 -1.#IND 1 1 0.782515 0.528128 0.858023 -1.#IND -1.#IND 0.999254 0.710885 1 1 -1.#IND 1 0.79864 -1.#IND 1 1 -1.#IND -1.#IND -1.#IND 0.87892 0.997248 1 -1.#IND -1.#IND 0.937998 0.884089 1 -1.#IND -1.#IND 0.0795351 1 1 -1.#IND 0.998397 0.982475 -1.#IND -1.#IND -1.#IND -1.#IND 0.77739 1 0.393873 1 1 -1.#IND -1.#IND 1 -1.#IND -1.#IND 1 0.87801 0.999863 0.622995 -1.#IND -1.#IND 0.250342 1 1 -1.#IND 1 0.299851 1 1 -1.#IND -1.#IND 0.965333 -1.#IND -1.#IND 1 0.338632 0.621152 -1.#IND 1 1 -1.#IND 0.963155 0.983201 -1.#IND 0.95653 1 -1.#IND 0.974042 1 1 -1.#IND 1 1 0.956565 1 1 0.896912 -1.#IND 1 -1.#IND 0.990362 -1.#IND 0.990121 1 1 0.607726 -1.#IND -1.#IND -1.#IND 1 1 0.628622 -1.#IND 1 1 0.892729 -1.#IND 0.97599 -1.#IND 0.766303 -1.#IND 1 -1.#IND 0.874489 1 0.999972 0.973155 0.541779 1 1 -1.#IND -1.#IND 1 -1.#IND -1.#IND 0.947331 0.615625 -1.#IND -1.#IND 0.966545 1 0.703004 0.972355 -1.#IND -1.#IND -1.#IND 0.890905 1 -1.#IND 0.643307 0.584863 1 1 0.751307 -1.#IND -1.#IND 0.574055 -1.#IND -1.#IND 1 -1.#IND 1 0.431088 -1.#IND -1.#IND -1.#IND -1.#IND 0.979715 -1.#IND 0.616728 0.577942 -1.#IND 1 0.817682 1 0.968802 0.650272 -1.#IND -1.#IND 1 -1.#IND -1.#IND -1.#IND 0.914496 1 1 0.316556 -1.#IND 0.978317 0.952643 1 1 0.81719 -1.#IND -1.#IND -1.#IND -1.#IND 0.909187 -1.#IND -1.#IND -1.#IND -1.#IND 1 1 -1.#IND 1 0.99135 1 1 1 0.625671 1 0.923152 1 0.620668 1 0.865561 -1.#IND 1 1 -1.#IND 0.762431 1 0.957015 -1.#IND 1 -1.#IND 
0.989307 0.59254 0.964384 1 0.978744 0.915905 1 0.937345 0.46798 -1.#IND -1.#IND 0.786683 0.411096 0.554139 0.763345 0.910897 0.741131 -1.#IND 0.984969 0.917506 1 1 1 0.750762 0.933863 1 -1.#IND 0.778205 0.98802 0.806783 0.746914 0.584647 -1.#IND 0.989732 0.646603 0.853117 1 1 -1.#IND 0.925211 0.548607 0.784304 0.952281 -1.#IND 0.759779 0.995468 -1.#IND 1 0.613968 1 -1.#IND -1.#IND 0.934692 0.994161 0.657985 1 -1.#IND 0.908067 -1.#IND 0.294872 0.63248 0.998725 1 0.626371 0.93422 0.999556 1 0.994833 1 -1.#IND 0.774218 1 1 1 0.847503 1 -1.#IND 0.970292 0.988048 0.558803 0.874197 0.653007 1 0.753013 0.920528 0.63566 0.871075 0.967026 0.558326 1 0.559099 0.657241 0.926818 1 1 0.610011 0.795876 0.677148 0.88634 0.728217 1 0.804212 0.362383 0.292309 0.874101 1 0.55598 0.737596 0.953038 0.591629 -1.#IND 0.705447 1 0.767955 0.998239 0.951216 -1.#IND 1 0.493547 1 0.78943 0.935665 -1.#IND 1 1 0.661089 0.915514 -1.#IND 0.999355 0.566834 1 -1.#IND 0.874808 0.896687 0.628011 -1.#IND 0.915067 1 1 0.759735 0.912894 1 0.986658 1 0.965287 0.943224 0.256303 0.509855 0.80601 0.764279 -1.#IND 0.710391 0.9862 0.9805 0.485697 0.67458 0.969131 -1.#IND 1 1 1 1 1 0.999973 0.881095 -1.#IND 0.595082 -1.#IND 1 0.997952 0.884161 0.996888 0.215678 1 -1.#IND 1 0.922915 -1.#IND 1 1 0.483109 0.657781 0.976086 0.920352 1 0.745318 0.964762 1 0.770706 0.980186 0.514982 1 -1.#IND 1 0.62002 0.856564 -1.#IND 1 1 1 0.822707 0.954812 0.887481 0.642643 0.929811 0.977614 0.213921 0.998095 0.939309 0.859521 0.705861 0.508839 0.64788 1 0.38575 0.804108 0.732797 -1.#IND 0.756078 0.615646 0.810167 0.791384 0.812047 1 0.703951 1 0.848465 0.958509 0.903415 1 1 -1.#IND -1.#IND 0.50569 0.977196 0.995824 0.564005 -1.#IND 0.659496 1 0.940399 -1.#IND 1 0.671144 0.875748 0.962549 0.790939 0.999112 0.697991 0.719815 1 -1.#IND 0.996014 1 0.995936 -1.#IND 1 1 0.984503 0.788723 0.754524 1 0.575568 1 0.812021 1 0.196525 0.999897 0.141476 1 0.994507 0.867397 0.884035 1 0.803927 1 1 0.954088 -1.#IND 0.964944 0.889319 0.996671 0.588731 0.960121 0.892686 -1.#IND 0.669756 0.798439 0.913858 1 0.379474 0.440693 0.532642 -1.#IND -1.#IND 0.888948 0.782616 0.743369 0.829301 0.397181 0.93648 0.4997 1 0.827393 1 0.23646 0.960133 0.529985 0.953376 0.98593 -1.#IND 0.592129 0.990263 1 1 1 0.717588 -1.#IND -1.#IND -1.#IND 1 0.949985 0.70904 1 0.929964 1 1 0.880167 0.906026 0.895612 1 0.32771 0.476004 1 0.711484 0.914644 0.982241 1 0.990839 1 0.596704 0.993722 0.718729 0.729106 0.791187 1 0.680055 0.82185 0.92398 0.873936 -1.#IND -1.#IND 0.939419 1 1 0.959153 0.637456 0.950891 0.976936 1 
1 0.915445 0.862818 0.923541 0.812713 0.540411 0.616029 0.955802 0.939035 0.486334 0.921521 0.497591 0.760579 0.670652 0.796164 0.724004 0.569244 0.848991 0.809302 0.910785 0.602304 0.902574 0.921592 0.455023 0.808623 0.64251 0.879391 0.637213 0.475929 0.662552 1 0.38334 0.663141 0.961417 0.957848 0.82389 0.867642 0.947164 0.986212 0.887624 0.442486 0.706432 0.828463 0.933431 0.933706 0.0982274 0.952193 0.396669 0.968072 0.555536 0.992504 0.993778 -1.#IND 0.935545 0.888811 0.851494 0.934464 0.902824 0.923449 0.985874 1 1 0.48044 0.939905 0.754537 0.489003 0.993769 0.568261 0.136634 0.408637 1 0.959079 0.837847 0.95903 0.357465 0.701557 0.600576 0.722658 0.529207 0.892067 0.628325 0.821743 0.982024 0.513714 0.761974 0.993977 0.98376 1 0.802262 0.802504 0.644256 0.553719 0.807694 0.367503 0.665644 0.948034 0.999064 0.685464 0.990594 0.787353 0.538869 -1.#IND 0.355517 0.376859 0.996575 0.992615 0.532483 0.960708 0.715163 0.982973 0.969999 0.903453 0.637109 0.948983 0.984677 0.627395 0.880059 0.901961 0.944486 1 0.455536 0.988634 0.517649 0.757738 0.633134 1 0.871339 0.967238 0.996053 0.514004 1 0.557492 1 0.587882 0.99514 0.77794 0.80947 0.999076 -1.#IND 0.761442 0.630288 0.7795 0.651232 0.571345 0.913524 1 0.723822 0.671677 0.505713 0.0953552 0.781484 0.658395 0.522677 0.823122 0.849502 0.77594 0.500448 0.867905 0.942249 0.434115 0.959264 1 0.763587 0.922009 0.826353 0.60396 0.931799 0.878645 0.473801 0.986307 0.92107 0.493515 0.599253 0.99658 0.968312 -1.#IND 0.86681 0.999604 0.803752 0.933933 0.840226 0.883463 0.588411 1 0.366924 0.812652 0.473244 0.524765 0.615641 0.86069 0.453468 0.999088 0.874203 0.946516 1 0.801379 0.924397 1 0.524744 0.939607 0.27676 0.795278 0.451386 0.958623 1 0.818817 0.909599 0.966744 0.741903 0.811832 0.544744 0.958501 0.722031 0.310524 0.582447 1 0.921955 0.783635 0.170978 0.61048 1 0.834613 0.860001 0.971444 1 0.822068 0.894505 0.909061 0.748977 0.665588 0.908203 0.57983 1 1 0.657767 0.930178 0.779614 0.602415 0.607537 0.734362 0.827515 1 0.714515 0.957471 0.989501 0.843693 0.993813 0.915089 0.194949 0.942842 0.854164 0.983229 0.712669 0.798463 0.833116 0.475827 0.750615 0.922211 0.96962 0.402427 0.960766 1 0.687377 0.40844 0.782915 0.620848 0.730925 0.984211 1 -1.#IND 0.419225 1 0.351844 0.518211 0.995797 0.811717 0.905162 1 0.951989 0.693724 0.832973 0.973258 0.913186 0.81222 0.742989 0.629353 0.652618 0.791844 0.869194 0.933702 0.541494 -1.#IND 0.975901 0.387351 0.589162 0.438167 1 0.604195 1 0.610854 0.773239 0.999026 -1.#IND 0.910329 0.965789 0.846759 0.524496 0.804426 0.995153 1 0.873935 0.467934 0.7092 1 0.890659 0.927716 0.95528 0.649296 0.994471 0.77312 0.972165 0.82638 0.879067 0.894777 1 0.922259 0.947592 0.710568 0.801804 0.869013 0.957024 0.870631 0.971872 1 0.723651 0.66034 0.912909 0.0686083 0.749411 -1.#IND 0.62154 0.996817 0.98251 0.624121 0.383056 1 0.939374 1 0.576513 0.48002 0.774448 0.664855 0.684527 0.705518 0.830751 -1.#IND 0.876343 0.876536 0.980014 0.991062 
0.952596 0.481844 0.548518 0.880537 0.579152 0.0939595 0.638951 1 0.623533 0.836801 0.78618 0.99055 0.877435 0.984429 0.543558 0.997639 0.885712 0.700451 0.854786 0.976279 0.94851 0.938222 0.946246 0.743679 0.576348 0.869103 0.913282 0.854495 0.407129 0.869458 0.805429 0.936767 0.651794 0.653105 0.273556 0.760444 0.859481 0.631722 0.483974 0.359034 0.81719 0.914372 0.835659 0.906932 1 0.952416 0.456706 0.843554 1 0.986569 0.912838 0.223989 0.923235 0.410284 0.33579 0.750242 0.926097 0.732178 0.91327 0.526125 0.736454 0.632163 0.301117 0.899873 0.666625 0.547937 0.426579 0.72017 0.438811 0.662178 0.534362 0.89682 1 0.382214 0.400065 0.227868 0.54179 0.812941 0.546019 0.754231 0.860817 0.792205 0.90788 1 0.970772 0.690545 0.934028 0.662769 0.700348 0.77172 0.445531 0.65452 0.83306 0.435647 0.827193 -1.#IND 0.677925 0.934207 0.914236 1 0.426264 0.907399 0.484346 0.944983 1 0.775789 0.668842 0.759656 0.285394 0.583811 0.319281 0.904402 0.557115 0.459914 0.629973 0.985809 0.939725 0.709719 0.99692 0.801958 0.819929 0.806632 0.278522 0.7079 0.748828 0.78018 0.561043 0.696876 0.613571 -1.#IND 0.669238 0.498879 0.262615 0.899639 0.617709 0.711941 0.326367 1 0.956528 0.818731 0.664687 0.609875 0.95149 0.895857 0.663939 0.925812 0.377523 0.416167 0.786722 0.963607 0.894078 1 0.80818 0.307732 0.515816 0.707094 0.615388 0.463916 0.599778 0.892633 0.816009 0.914795 0.588038 0.365717 0.700012 0.54376 0.525403 0.796383 0.512823 0.512017 0.818803 0.918389 0.840728 0.430559 0.351354 0.852566 0.703161 0.804989 0.54559 0.558264 0.566501 0.99597 1 0.812169 0.449327 1 0.53155 0.867422 -1.#IND 0.883504 0.740179 0.682539 0.198154 0.719015 0.949058 0.8788 0.887452 0.521741 0.915208 0.751891 0.683669 0.893298 0.693123 0.487786 0.984873 0.416474 0.148035 0.758016 0.606587 0.691738 0.18341 0.709134 0.581467 1 0.748137 0.926313 0.788222 0.90438 0.898615 0.620606 0.520859 0.550452 0.649713 0.888183 0.837002 0.36327 0.694476 0.764662 -1.#IND 0.970159 0.809141 0.677477 1 0.595182 0.310281 0.573545 0.303761 0.150538 0.797626 1 0.598215 0.994848 0.372735 0.774364 0.429068 0.992629 0.910307 0.878481 0.808249 1 0.91141 0.597641 0.712606 0.957907 0.976089 0.919423 0.865751 0.464165 0.844664 0.870384 0.821962 0.648116 0.650185 0.596934 0.618639 0.958376 0.375037 0.974469 0.566497 0.535796 0.541463 0.622587 0.917638 0.99699 0.988438 0.898317 0.325835 0.953313 0.526767 1 0.597339 0.791529 0.319369 0.244771 0.494739 0.996872 0.978095 0.853057 0.516556 0.765939 0.952871 0.666674 0.51359 0.730636 0.902699 0.677861 0.792303 0.903812 0.912693 0.343584 0.898962 1 0.914462 0.961663 0.0813968 0.54691 0.713511 0.97888 0.681847 0.946934 0.920074 0.828841 0.694473 -1.#IND 0.661412 0.785107 0.983345 0.684668 0.728198 0.975154 0.682943 0.657275 0.610069 0.971703 0.860794 0.692813 0.890444 0.93572 0.629337 0.790415 0.76347 0.95733 0.267752 0.787595 0.793904 0.910837 0.524532 0.651394 0.324514 0.389291 0.57557 0.262011 0.852179 0.293411 0.542349 0.840184 0.881403 0.798891 0.976778 0.83946 0.932422 0.697727 0.748625 0.770539 0.653325 0.961141 0.998416 0.999377 0.736591 0.401582 
0.444277 0.736012 0.790706 0.475466 0.582967 0.922339 0.962276 0.529486 0.800012 0.536034 0.650801 0.891381 0.776989 0.928893 1 0.535506 0.711158 0.888547 0.677296 0.246897 0.891608 0.886078 0.78597 1 0.831791 0.890113 0.392697 0.909884 0.75943 1 0.910244 0.680818 0.855124 0.700482 0.643538 0.761699 0.909503 0.430686 0.923656 0.428201 0.901657 0.68123 0.564971 0.72315 0.286663 0.479214 0.451606 0.738898 0.603753 0.700655 0.763955 0.521667 0.74113 0.709403 0.724622 0.819168 0.72263 0.581274 0.369991 0.995598 0.843277 0.916874 0.71761 0.654783 0.596611 0.732594 0.86976 0.778078 0.428162 0.762351 0.628815 0.53375 1 0.849647 0.887648 0.336284 0.572774 0.999859 0.691121 0.970516 0.633338 0.379618 0.943605 0.319745 0.481595 0.628556 0.776481 0.950468 0.994884 0.318476 0.661631 0.747847 0.85304 0.903765 0.797599 0.990024 0.663204 0.784845 0.484594 0.241468 0.514235 0.75707 0.855958 0.838626 0.750224 0.89676 0.538824 0.228374 0.721067 0.286792 -1.#IND 0.892409 0.825264 0.510819 0.738999 0.895541 0.954293 0.913275 0.456164 0.645096 0.984391 0.83605 0.743972 0.582817 0.269085 0.635873 0.712013 0.837103 0.75216 1 0.649183 0.788232 0.920548 0.362116 0.922445 0.890736 1 0.6438 0.9577 0.701083 0.617524 0.850645 1 0.382762 0.653452 0.473188 0.717585 0.75422 0.539369 0.881198 0.112542 0.574999 0.983024 0.789825 0.908903 0.72982 0.822451 0.620318 0.488766 0.66806 0.551335 0.906834 0.65381 0.748665 0.533453 0.905862 0.442646 0.384391 0.685722 0.424593 0.142489 0.588092 0.583045 0.912827 0.898021 0.349024 0.635243 0.551304 0.992999 0.913334 0.52697 0.76653 0.923184 0.781729 0.651115 0.871288 0.196853 0.702733 0.349325 0.630936 0.824095 0.862949 0.609279 0.985077 0.298872 0.436367 0.873 0.528736 0.830124 0.898595 0.61699 0.50576 0.675674 0.858147 0.612173 0.810883 0.991165 0.588273 0.656449 0.846349 0.739522 0.484158 0.985809 0.92686 0.057423 0.611359 0.678055 0.973558 0.581053 0.791358 0.826509 0.78533 0.649834 0.733091 0.744806 0.77301 0.301272 0.701541 0.940936 0.70368 1 0.772305 0.752024 0.546107 0.852323 0.396065 0.835833 0.925523 0.593884 0.885746 0.634155 0.532373 0.805696 0.0702794 0.913511 0.666561 0.527871 0.719243 0.482213 0.653386 0.637528 0.483524 0.551509 0.750067 0.819531 0.808381 0.690874 0.747226 0.541794 0.874484 0.698849 0.895623 1 0.657967 0.427539 0.722857 0.671375 0.76484 0.698875 0.789153 0.641987 0.493172 0.209471 0.427118 0.626188 0.814701 0.721932 0.997672 0.780516 0.889731 0.560299 0.990001 0.690965 0.797235 0.504979 0.367581 0.519196 0.710753 0.453004 0.53573 0.740825 0.778298 0.684623 0.606223 0.836771 1 0.829831 0.755365 0.384861 1 0.862337 0.855548 0.84363 0.468145 1 0.763758 0.637919 0.611723 0.583104 0.870319 0.924005 0.658362 0.870433 0.731955 0.788778 0.392125 0.300524 0.717145 -1.#IND 0.88188 0.305678 0.870205 0.574592 0.999787 0.549522 0.87391 0.961096 0.725092 0.999152 0.787204 0.715003 0.863416 0.927479 0.889869 0.941413 0.746309 0.770232 0.961595 0.67477 0.428217 0.905799 0.798694 0.787988 0.825463 0.462412 0.809868 0.498269 0.752821 0.191341 0.638504 0.732493 0.895185 0.62267 0.899063 0.72857 0.821604 0.797144 0.598849 0.844513 0.985388 
0.725228 0.7915 0.909613 0.821526 0.79715 0.87557 0.920837 0.644734 0.834216 0.754056 0.784156 0.849695 0.884747 0.797561 0.616511 0.832222 0.507105 0.747478 0.559683 0.231783 0.94967 0.696878 0.865732 0.784109 0.790858 0.472529 0.554314 0.949161 0.58547 0.977826 0.885886 0.869991 0.879353 0.804297 0.564523 0.845795 0.822105 0.185074 0.32075 0.378213 0.916781 0.670438 0.998471 0.762402 0.632575 0.951973 0.900481 0.923636 0.42224 0.936749 0.838301 0.871756 0.312238 0.706281 0.921322 0.642749 0.720002 0.6782 0.787094 0.319131 0.719638 0.857026 0.936008 0.691728 0.671643 0.703771 0.408297 0.78563 0.414077 0.826883 0.50052 0.483784 0.207931 0.964509 0.726838 0.544029 0.799623 0.666899 0.957851 0.63725 0.504328 0.849211 0.787675 0.784833 0.837582 0.7898 0.716101 0.811552 0.598764 0.859569 0.730684 0.743118 0.845268 0.489386 0.842704 0.660659 0.64928 0.779387 0.601493 0.515782 0.799583 0.551575 0.744864 0.850269 0.337202 0.869334 0.33393 0.571438 0.539882 0.655613 0.531123 0.62481 0.288192 0.75912 0.733592 0.466397 0.621169 0.981722 0.544111 0.999769 0.616602 0.598757 0.673418 0.65891 0.899125 0.621325 0.935762 0.718109 0.82716 0.717889 0.553854 0.759474 0.738216 0.509551 0.784465 0.578715 0.358465 0.545746 0.596612 0.663371 0.587085 0.620007 0.607113 0.818057 0.559963 0.689675 0.609305 0.515777 0.610197 0.46972 0.286903 0.784797 0.771412 0.832214 0.740586 0.303237 0.750798 0.72794 0.78409 0.827019 0.568412 0.530587 0.316007 0.924407 0.371267 0.694333 0.731697 0.944823 0.637629 0.529435 0.611881 0.619749 0.76364 0.873142 0.649873 0.557816 0.83019 0.31855 0.718453 0.764009 0.353435 0.607788 0.687925 0.599185 0.861239 0.722148 0.893834 0.716262 0.351494 0.729758 0.71153 0.749434 0.566111 0.886959 0.784652 0.588481 0.807332 0.91823 0.658172 0.570646 0.631548 0.884568 0.906076 0.992627 0.691651 0.47612 0.552999 0.961252 1 0.890614 0.914253 0.313572 0.580595 0.74386 0.8908 0.604683 0.923751 0.949842 0.89902 0.396593 0.833069 0.681301 0.578843 0.494107 0.871048 0.436238 0.667438 0.743861 0.501051 0.565225 0.963684 0.370138 0.813543 0.811521 0.861886 0.361185 0.578999 0.955226 0.925463 0.619482 0.394096 0.581014 0.53903 0.905794 0.875672 0.697592 0.403484 0.307889 0.753872 0.186422 0.784345 0.747921 0.768017 0.4358 0.385401 0.688652 0.388564 0.724566 0.512577 0.850328 0.272856 0.72859 0.910518 0.627018 0.609627 0.682405 0.73426 0.893963 0.949762 0.696647 0.773178 0.900841 0.824192 0.860772 0.85051 0.543606 0.393095 0.775105 0.622893 0.593354 0.401127 0.640992 0.763859 0.790961 0.393691 0.567071 0.675311 0.515569 0.861151 0.818392 1 0.808208 0.664039 0.704957 0.754155 0.484318 0.843293 0.82261 0.696706 0.267472 0.439385 0.719738 0.642397 0.768591 0.914238 0.607425 0.958747 0.871774 0.841998 0.60382 0.355481 0.889038 0.80923 0.764353 0.653173 0.707855 0.886022 0.943984 0.706032 0.763305 0.523767 0.799713 0.927901 0.839433 0.857184 0.684739 0.415924 0.65117 0.239252 0.755282 0.840339 0.753146 0.566402 0.780787 0.707194 0.729539 0.787204 0.413265 0.789046 0.748967 0.701697 0.636676 0.703878 0.692567 0.901015 0.899677 0.504996 0.792743 0.62945 0.944233 0.610212 0.626703 0.823422 0.56019 0.544987 0.90837 0.949802 0.247719 0.932836 0.806456 
