-1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND 1 -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND 1 -1.#IND -1.#IND 1 1 -1.#IND -1.#IND 1 -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND 1 -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND 1 -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND 1 -1.#IND -1.#IND -1.#IND 1 -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND 1 -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND 1 -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND 1 -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND 0.881963 -1.#IND -1.#IND -1.#IND -1.#IND 1 -1.#IND -1.#IND 1 -1.#IND 1 -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND 1 -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND 1 -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND 1 -1.#IND -1.#IND 1 1 -1.#IND 1 -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND 1 -1.#IND -1.#IND -1.#IND 1 -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND 1 -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND 1 -1.#IND -1.#IND -1.#IND -1.#IND 1 1 -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND 1 0.751378 -1.#IND -1.#IND 1 -1.#IND 1 -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND 0.830071 -1.#IND 1 -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND 1 -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND 1 -1.#IND 1 -1.#IND -1.#IND -1.#IND 1 1 -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND 1 -1.#IND -1.#IND -1.#IND 1 -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND 1 -1.#IND 1 -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND 
1 0.668036 1 1 1 -1.#IND 0.796548 0.983749 -1.#IND 1 0.922143 1 -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND 1 0.94381 0.948124 1 1 -1.#IND 0.986471 -1.#IND 0.996045 1 1 -1.#IND 1 -1.#IND 1 0.839222 -1.#IND 0.736953 0.717422 1 1 -1.#IND -1.#IND 1 1 0.965779 0.695567 0.851858 0.881643 -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND 1 -1.#IND 1 1 0.866091 -1.#IND 0.962332 0.990713 -1.#IND -1.#IND 0.355057 -1.#IND 0.977006 1 1 1 0.163843 1 -1.#IND 1 0.895127 0.660635 1 1 -1.#IND 0.706263 1 0.958775 1 0.885363 1 -1.#IND 1 -1.#IND -1.#IND -1.#IND -1.#IND 0.998735 1 -1.#IND -1.#IND 1 1 -1.#IND 0.859159 -1.#IND 1 1 1 1 -1.#IND -1.#IND -1.#IND 0.877762 1 -1.#IND -1.#IND 1 1 1 1 0.888655 1 0.615846 0.981777 -1.#IND 1 1 1 1 1 1 0.797722 -1.#IND 1 0.874801 0.720543 -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND -1.#IND 0.26708 1 0.785874 -1.#IND 1 0.979936 0.731481 0.326179 0.834418 -1.#IND -1.#IND 1 0.581243 1 -1.#IND -1.#IND 1 0.780737 -1.#IND 0.571048 1 -1.#IND -1.#IND -1.#IND 0.862899 0.991968 1 -1.#IND -1.#IND 0.957326 0.866303 0.981416 -1.#IND -1.#IND 0.0795349 1 1 1 0.998414 0.982477 -1.#IND -1.#IND 1 -1.#IND 0.77739 1 0.175524 1 1 -1.#IND -1.#IND 1 -1.#IND -1.#IND 1 0.723625 0.642274 0.417911 -1.#IND -1.#IND 1 1 1 -1.#IND 1 0.637885 -1.#IND 1 -1.#IND -1.#IND 0.982441 1 1 1 0.270651 0.433656 -1.#IND 1 -1.#IND -1.#IND 0.984934 1 -1.#IND 0.942623 1 -1.#IND 0.965368 1 1 -1.#IND 0.973723 1 0.956565 1 -1.#IND 0.831698 -1.#IND 1 -1.#IND 0.963953 -1.#IND 1 1 1 0.607729 -1.#IND -1.#IND -1.#IND 1 1 0.551458 -1.#IND 0.590584 1 0.889334 -1.#IND 0.97599 -1.#IND 0.570363 -1.#IND 1 -1.#IND 0.858393 1 0.999972 0.964761 0.495867 1 1 -1.#IND -1.#IND 1 -1.#IND -1.#IND 0.947333 0.285479 -1.#IND -1.#IND 0.966545 1 0.649821 0.963301 -1.#IND -1.#IND -1.#IND 0.852941 1 -1.#IND 0.643298 0.622472 1 0.713098 0.770511 -1.#IND -1.#IND 0.757308 -1.#IND -1.#IND 1 -1.#IND 1 0.431101 -1.#IND -1.#IND -1.#IND -1.#IND 0.97716 -1.#IND 0.307839 0.321364 -1.#IND 0.900181 0.912716 1 1 0.411524 -1.#IND -1.#IND 1 -1.#IND -1.#IND -1.#IND 0.870485 1 1 1 -1.#IND 0.970406 0.97543 1 1 0.791437 -1.#IND -1.#IND -1.#IND -1.#IND 0.817457 -1.#IND 1 -1.#IND -1.#IND 1 1 -1.#IND -1.#IND 0.987371 -1.#IND 1 0.877829 0.70912 1 0.912716 1 0.338002 1 0.840295 -1.#IND 1 1 -1.#IND 0.77775 -1.#IND 0.957016 -1.#IND 1 -1.#IND 
0.97916 0.607106 0.981602 1 0.978744 0.920338 1 0.206046 0.397395 -1.#IND 1 1 0.582813 0.197962 0.650789 0.87629 1 -1.#IND 0.989159 0.631023 1 1 0.696276 0.842523 0.891069 1 -1.#IND 0.778207 0.98802 0.820719 0.746916 0.694903 -1.#IND 0.988742 0.987953 0.787665 1 1 1 0.80729 0.548605 0.769776 0.937984 -1.#IND 0.557184 0.9917 1 1 0.525388 1 -1.#IND -1.#IND 0.934693 0.989979 0.87576 1 -1.#IND 0.908067 -1.#IND 0.109066 0.665802 0.998309 0.99455 0.763892 0.934969 0.929934 0.771631 0.992273 1 -1.#IND 0.829521 1 1 1 1 1 0.838977 0.92689 0.986464 0.7175 1 0.469994 1 0.839041 1 0.573297 0.896313 0.967026 0.30131 1 0.305506 0.702805 0.899631 1 1 0.701463 1 0.677149 0.835898 0.721937 0.715354 0.836484 0.269855 0.498613 0.858611 1 0.0895968 0.772844 0.94439 0.531907 -1.#IND 0.717116 1 0.26704 1 0.935552 1 1 0.126736 1 0.402368 0.389615 -1.#IND 1 1 0.443708 0.724594 -1.#IND 0.999272 0.450004 1 -1.#IND 0.874795 0.819753 0.607814 -1.#IND 0.917732 0.190609 1 0.741965 1 0.9965 1 0.999481 0.952648 0.898918 0.256304 0.367289 0.972368 0.773868 -1.#IND 0.472776 0.984183 0.978803 0.485689 0.799336 0.751055 -1.#IND 1 1 1 0.669952 1 0.99997 0.8811 -1.#IND 0.641608 -1.#IND 0.989654 0.673904 0.844257 0.99683 0.215672 1 1 -1.#IND 0.865455 1 1 1 0.457657 0.65778 0.976086 0.909455 1 0.946033 0.970404 1 0.523902 0.978935 0.341994 1 -1.#IND 0.575486 0.590068 0.840805 -1.#IND 1 1 1 0.737711 0.954813 0.821056 0.32475 0.920434 0.974584 0.293447 0.998472 1 0.795021 0.624496 0.572346 0.571033 1 0.385752 0.742305 0.613528 -1.#IND 0.676125 0.62506 0.765702 0.74893 0.812047 1 0.735262 1 0.737538 0.958511 0.914707 0.342797 1 -1.#IND -1.#IND 0.512411 0.948054 0.995527 0.564007 -1.#IND 0.684253 1 0.933775 -1.#IND 1 0.511559 0.83475 0.962547 0.759921 0.998999 1 0.789333 1 0.998242 1 1 1 1 1 1 0.980129 0.329912 0.708125 0.853256 0.331041 -1.#IND 0.849822 1 0.49468 0.99557 0.195273 1 1 0.867398 0.939898 1 0.800688 0.959429 1 0.915666 1 0.960286 0.685717 0.996253 0.479966 0.960121 0.892687 -1.#IND 0.411864 0.768923 0.913854 1 0.432402 0.400929 0.378023 -1.#IND -1.#IND 0.886546 0.81079 0.602239 0.829301 0.422086 0.967481 0.562866 1 0.827393 1 0.23646 0.955519 0.664333 0.859331 0.985366 -1.#IND 0.39865 0.511721 1 -1.#IND 1 0.717588 -1.#IND -1.#IND -1.#IND 1 1 0.797606 1 0.976999 1 1 0.881284 0.879788 0.896267 1 0.133667 0.475381 1 0.67973 0.902555 0.976377 0.826513 0.983424 0.999044 0.717692 0.993196 0.71873 1 0.757314 1 0.757522 0.864469 0.726662 0.901004 -1.#IND -1.#IND 0.936658 1 1 0.935947 0.972438 0.950891 0.973943 1 
1 0.889485 0.887256 0.740767 0.98054 0.400478 0.781173 0.953971 0.91616 0.556629 0.939633 0.430734 0.620091 0.457181 0.897388 0.721106 0.514654 0.804219 0.786933 0.925174 0.609059 0.823649 0.866224 0.558824 0.718828 0.510082 0.897761 0.692703 0.498268 0.379601 1 0.521606 0.833904 0.934109 0.963653 0.770634 0.901323 0.982638 1 0.834525 0.608214 0.781448 0.836336 0.935405 0.910666 0.470683 0.952191 0.385956 0.970415 0.650877 0.99029 0.993524 -1.#IND 1 0.888841 0.843401 0.924522 0.914967 0.930654 0.969404 0.675017 -1.#IND 0.480441 0.951523 0.708818 0.56563 0.991896 0.476451 0.136633 0.573595 -1.#IND 0.95469 0.764145 0.956335 1 0.677082 0.615632 0.606176 0.360096 0.878614 0.60993 0.856517 0.975309 0.375135 0.768476 0.993198 1 1 0.597244 0.787091 0.65543 0.651809 0.774622 0.296923 0.694434 0.94916 0.999064 0.70444 0.989406 0.753808 0.462107 -1.#IND 0.230137 0.488678 0.996033 0.993212 0.448453 0.96007 0.715163 0.889242 0.973248 0.873064 0.636051 0.942439 0.979875 0.37741 0.880059 0.826932 0.913594 1 0.375015 0.990543 0.502167 0.658356 0.4723 1 0.867468 1 0.614509 0.571045 1 0.640319 1 0.596396 0.993529 0.749146 0.809471 0.999076 1 0.754688 0.317193 0.744676 0.582359 0.163632 0.901919 -1.#IND 0.571874 0.671676 0.505713 0.365997 0.905873 0.813883 0.726859 1 0.785386 0.775941 0.604289 0.826715 0.920594 0.488847 0.959263 1 0.773758 0.929178 0.835563 0.395498 0.924153 0.817334 0.474916 0.986307 0.915413 0.363778 0.549019 1 0.956929 -1.#IND 0.90737 0.999551 0.994319 0.855889 0.909246 0.536574 0.615379 1 0.572314 0.840215 0.474547 0.529258 0.579701 0.846553 0.338697 0.99897 0.855268 0.925493 1 0.499733 0.914063 0.674301 0.391239 0.911553 0.261796 0.795279 0.329461 1 1 0.907159 0.979592 0.974945 0.921484 0.715852 0.593416 0.847463 0.72742 0.647039 0.452684 1 0.916149 0.570002 0.367768 0.61048 1 0.849639 1 0.971445 1 0.715329 0.917077 0.968076 0.500252 0.572413 0.908202 0.47867 1 1 0.517743 0.930178 0.779614 0.714241 0.553065 0.658785 0.797152 1 0.694221 0.949885 0.989745 0.909393 0.993813 0.922926 0.309586 0.828455 0.831424 0.98019 0.678333 0.798463 0.804345 0.283885 0.71875 0.885032 0.973057 0.286378 0.955636 -1.#IND 0.636939 0.432805 0.782916 0.524739 0.748512 0.984211 1 -1.#IND 0.464072 1 0.0639808 0.518212 0.991751 0.808917 0.897674 1 0.946668 0.470116 0.892551 0.972522 0.962328 0.900646 0.756715 0.463599 0.652619 -1.#IND 0.869194 0.941512 0.515627 -1.#IND 0.975901 0.101222 0.578502 0.381295 -1.#IND 0.70319 0.733247 0.713618 0.767727 0.999026 -1.#IND 0.271319 0.963703 0.938877 0.641443 0.811692 0.994549 1 0.799182 0.467934 0.444701 -1.#IND 0.769601 0.873009 0.943312 0.61346 0.983547 0.710538 0.974863 0.842869 0.855303 0.919687 1 0.845182 0.955124 0.900741 0.800277 0.896907 0.932967 0.868617 0.969222 1 0.737432 0.636961 0.962067 0.523371 0.604917 -1.#IND 0.498705 0.993715 0.970197 0.658573 0.383056 1 0.74821 0.999437 0.576509 0.68718 0.79788 0.572865 0.68111 0.71001 0.865637 1 0.716753 0.827763 0.964639 0.991062 
0.939495 0.454137 0.521434 0.921815 0.521854 0.0939586 0.63663 1 0.544132 0.761983 0.80976 0.968386 0.85708 0.969215 0.692616 0.995751 0.842814 0.642334 0.806298 0.974403 0.90866 0.950654 0.934989 0.743678 0.381144 0.882492 0.792215 0.834247 0.16425 0.870739 0.738483 0.926881 0.60554 0.458751 0.733351 0.748346 0.886079 0.35865 0.992047 0.51009 0.814879 0.93131 0.67806 0.906933 1 0.954653 0.300071 0.714557 1 0.98519 0.969647 0.365876 0.898482 0.703034 0.281224 0.626915 0.859503 0.703837 0.584867 0.377943 0.732656 0.554711 0.338583 0.80786 0.620019 0.547938 0.531903 0.791912 0.426789 0.715442 0.622422 0.982587 1 0.465857 0.481112 0.323876 0.783476 0.812941 0.488217 0.82607 0.906656 0.690921 0.907874 1 0.970772 0.590903 0.932757 0.687141 -1.#IND 0.981088 0.498712 0.786756 0.833061 0.48431 0.753858 1 0.501861 0.937399 0.918023 1 0.224659 0.802434 0.285659 0.944983 1 0.796822 0.757104 0.893356 0.430626 0.471003 0.232648 0.890768 0.62663 0.5094 0.680721 0.985808 0.834589 0.630979 0.996545 0.651946 0.630731 0.807767 0.829869 0.752467 0.629094 0.809254 0.583017 0.57985 0.707397 -1.#IND 0.417681 0.842249 0.305997 0.900242 0.463097 0.724732 0.326366 1 0.956528 0.753438 0.3691 0.577625 0.945007 0.872379 0.435175 0.909652 0.431103 0.482119 0.838405 0.942542 0.799485 1 0.837668 0.307732 0.57171 1 0.705172 0.441781 0.472517 0.908318 0.669075 0.923075 1 0.175203 0.147415 0.405418 0.542963 0.833586 0.483591 0.512017 0.83924 0.985953 0.820796 0.238559 0.207093 0.793064 0.922378 0.696665 0.375248 0.782649 0.589244 0.99597 1 0.805658 0.449325 1 0.37069 0.859799 -1.#IND 0.589883 0.61093 0.441387 0.201286 0.758611 0.56984 0.893897 1 0.423953 0.913787 0.643935 0.872649 0.858586 0.726688 0.487786 0.961754 0.400567 0.204576 0.735454 0.642398 0.602402 0.322315 0.693225 0.475655 -1.#IND 0.149187 0.947256 0.7564 0.879489 0.909619 0.474114 0.37396 0.573308 0.118377 0.723346 0.784405 0.291153 0.751815 0.538506 -1.#IND 0.968474 0.960584 0.56518 1 0.662006 0.553473 0.592786 0.782647 0.381137 0.494148 1 0.598217 0.927646 0.29563 0.616135 0.426294 0.991144 0.921609 0.865853 0.722991 1 0.891479 0.45743 0.712606 0.955702 0.992157 0.919423 0.762211 0.370033 0.82303 0.902953 0.810834 0.858844 0.778238 0.691535 0.616673 0.90082 0.528992 0.971039 0.5665 0.64499 0.516471 0.4708 0.804853 0.735484 0.986945 0.951446 0.25759 0.953313 0.600555 1 0.749064 0.692143 0.386884 0.244771 0.420802 0.99953 0.459936 0.85569 0.53869 0.771341 0.952871 0.560037 0.538912 0.756133 0.890338 0.677861 0.796833 0.824569 0.908946 0.315024 0.961818 1 0.929735 0.957001 0.990513 0.631912 0.593189 0.976941 0.709416 0.942296 0.829702 0.832149 0.478821 -1.#IND 0.665456 0.615291 0.983345 0.684668 0.732342 0.953246 0.682943 0.568534 0.61007 0.569321 0.860794 0.507983 0.857307 0.981345 0.609341 0.80033 0.710622 0.95733 0.339406 0.812454 0.705025 0.908221 0.714763 0.733181 0.212268 0.526983 0.348456 0.264137 0.773728 0.224048 0.584055 0.956461 0.870657 0.785468 0.955556 0.824649 0.893279 0.686888 0.70949 0.609691 0.57029 0.951274 0.988089 0.998995 0.704991 0.273744 
0.551011 0.721644 0.754793 0.342024 0.607361 0.909723 0.856586 0.637308 0.884231 0.429343 0.6826 0.78535 0.739863 0.755376 1 0.560156 0.711159 0.510574 0.692262 0.379624 0.797995 0.868659 0.884348 0.998234 0.732235 0.715711 0.425606 0.936734 0.763842 1 0.92998 0.773884 0.686954 0.727315 0.751856 0.638028 0.848887 0.351836 0.892814 0.364451 0.960886 0.745085 0.682706 0.631583 0.280811 0.567782 0.482157 0.814797 0.345227 0.777625 0.698844 0.567482 0.804182 0.656332 0.750144 0.532378 0.724218 0.620992 0.205575 0.924942 0.834112 0.921133 0.740041 0.587102 0.542893 0.652968 0.837941 0.770898 0.354154 0.722029 0.313996 0.542647 1 0.849647 0.783584 0.495443 0.745393 0.999771 0.62394 0.968529 0.608671 0.379617 0.9497 0.424386 0.510846 0.663521 0.767057 0.948448 0.994884 0.563418 0.61109 0.797856 0.588289 0.815314 0.782622 0.989904 0.89403 0.699885 0.126268 0.418046 0.517439 0.779903 0.846207 0.814425 0.700174 0.82466 0.582419 0.399769 0.511151 0.201944 1 0.87995 0.825264 0.423453 0.943108 0.874545 0.958668 0.900658 0.354644 0.880856 0.969152 0.696298 0.680774 0.443061 0.385981 0.563322 0.783583 0.602955 0.712779 1 0.724664 0.680825 0.572389 0.425728 0.831046 0.868448 1 0.570459 0.957499 0.475793 0.716169 0.814866 1 0.422361 0.629799 0.492255 0.736316 0.713939 0.553358 0.881198 0.350923 0.467592 0.956204 0.633118 0.886676 0.60229 0.877986 0.691554 0.630373 0.505285 0.497579 0.946843 0.523029 0.660095 0.520344 0.929362 0.415937 0.363018 0.846395 0.651374 0.340023 0.466076 0.584899 0.855555 0.882486 0.542899 0.996033 0.615002 0.985438 0.915992 0.884734 0.64697 0.622879 0.462949 0.553699 0.896594 0.201997 0.654633 0.365811 0.494227 0.819792 0.888339 0.642548 0.861977 0.492862 0.717944 0.806766 0.615162 0.940916 0.860313 0.708858 0.634973 0.589314 0.754562 0.653993 0.70622 0.991164 0.462444 0.734784 0.755571 0.743613 0.537362 0.970519 0.926261 0.162637 0.571942 0.674174 0.973558 0.597509 0.781075 0.897737 0.599641 0.490302 0.733091 0.580794 0.677594 0.425112 0.522846 0.924096 0.365259 -1.#IND 0.923541 0.753758 0.637882 0.832966 0.563773 0.835833 0.649167 0.435969 0.852613 0.777181 0.314137 0.749383 0.33747 0.939858 0.717713 0.594059 0.624385 0.125973 0.657178 0.795941 0.402252 0.558798 0.923127 0.65554 0.808499 0.759926 0.73414 0.592793 0.757537 0.429451 0.874779 0.985537 0.602957 0.541595 0.669285 0.600661 0.828812 0.785677 0.749099 0.990214 0.539113 0.334016 0.487151 0.762518 0.427137 0.721769 0.834498 0.726604 0.840957 0.439482 0.982935 0.570089 0.66814 0.613928 0.329911 0.56867 0.546093 0.583087 0.543136 0.705561 0.693697 0.727265 0.705926 0.731039 0.249901 0.727508 0.722105 0.616126 1 0.762663 0.860069 0.848823 0.7543 1 0.762317 0.591912 0.509422 0.55426 0.773902 0.924006 0.615146 0.870433 0.55335 0.744461 0.55581 0.385895 0.736715 -1.#IND 0.78598 0.305678 0.883757 0.485254 1 0.680389 0.881419 0.956104 0.766228 0.998481 0.719754 0.744221 0.832662 0.872975 0.882565 0.900644 0.71444 0.753302 0.93807 0.648691 0.618589 0.647978 0.820441 0.761424 0.784677 0.536606 0.78165 0.621432 0.753317 0.492794 0.692185 0.699794 0.972569 0.723377 0.829854 0.627299 0.780156 0.901114 0.648235 0.814277 0.871377 
0.618081 0.739219 0.88188 0.96135 0.779433 0.773549 0.967063 0.643724 0.900657 0.683052 0.802942 0.741993 0.846668 0.803201 0.587688 0.793201 0.584369 0.516248 0.635791 0.45857 0.768793 0.639752 0.741351 0.810161 0.696786 0.525702 0.509354 0.960811 0.546267 0.951601 0.9349 0.825349 0.880793 0.740497 0.241031 0.849517 0.811791 0.348817 0.438743 0.38042 0.87843 0.675277 0.99813 0.559875 0.696426 0.943167 0.903999 0.90256 0.504286 0.905387 0.603094 0.900864 0.485519 0.725131 0.921321 0.669795 0.756589 0.6657 0.762869 1 0.723805 0.800187 0.933481 0.640162 0.696462 0.584522 0.467768 0.852842 0.840526 0.80992 0.333678 0.592917 0.362334 0.595121 0.6965 0.416294 0.439044 0.732425 0.604124 0.501707 0.383098 0.757746 0.733046 0.749124 0.795207 0.736784 0.626977 0.740532 0.488641 0.847911 0.662755 0.449725 0.640869 0.693299 0.555902 0.731476 0.74691 0.76064 0.613404 0.459363 0.740501 0.5783 0.738343 0.88394 0.632611 0.800853 0.465637 0.834449 0.250641 0.655613 0.546528 0.584426 0.310953 0.644643 0.630142 0.476348 0.53524 0.981084 0.669172 0.999672 0.565998 0.563728 0.761592 0.758697 0.899125 0.456404 0.834754 0.733747 0.714618 0.767239 0.29711 0.617493 0.694828 0.520744 0.719254 0.679225 0.554908 0.618525 0.727268 0.62065 0.730876 0.403607 0.761875 0.70173 0.713773 0.598454 0.49269 0.498106 0.415245 0.508836 0.351928 0.774035 0.837785 0.71548 0.51346 0.344844 0.733264 0.727479 0.808105 0.376747 0.609975 0.537284 0.362171 0.873349 0.315417 0.597083 0.596958 0.941872 0.660184 0.501011 0.853884 1 0.78287 0.870915 0.504945 0.666975 0.843764 0.320479 0.572752 0.76087 0.362919 0.642763 0.859143 0.71133 0.794399 0.591529 0.911673 0.747846 0.425696 0.706414 0.695165 0.656542 0.570627 0.769205 0.736234 0.578596 0.788533 0.912636 0.807614 0.668543 0.657561 0.846544 0.822129 0.73581 0.646292 0.611045 0.600113 0.957772 1 1 0.934922 0.217801 0.430041 0.81387 0.899828 0.365845 0.907125 0.814775 0.946434 0.98412 0.809461 0.542972 0.640319 0.584348 0.723496 0.634807 0.607416 0.999842 0.447095 0.471017 0.950964 0.642324 0.738933 0.697775 0.736723 0.361184 0.567382 0.933948 0.868039 0.43445 0.378138 0.655879 0.449962 0.916363 0.879717 0.608168 0.284155 0.670959 0.7339 0.287435 0.654914 0.774702 0.791601 0.132234 0.625554 0.664048 0.0823028 0.561155 0.581342 0.819483 0.278631 0.765383 0.909768 0.653475 0.810016 0.621114 0.685473 0.839728 0.949762 0.692538 0.654102 0.878558 0.905279 0.731002 0.696531 0.610665 0.597019 0.676788 0.585178 0.682443 0.635501 0.683908 0.736742 0.803623 0.526056 0.716817 0.460427 0.189431 0.861151 0.744104 1 0.819303 0.762599 0.426958 0.799374 0.526481 0.762877 0.831355 0.761507 0.241644 0.45194 0.63274 0.709706 0.711855 0.828707 0.460872 0.965029 0.838013 0.848327 0.641083 0.27728 0.839323 0.85162 0.933923 0.689694 0.718711 0.829174 0.931269 0.810681 0.759209 0.709778 0.718034 0.888135 0.713145 0.845922 0.735529 0.415923 0.664392 0.220611 0.846091 0.873031 0.735092 0.410355 0.789694 0.76958 0.770587 0.812084 0.524122 0.762004 0.37672 0.435136 0.419007 0.690762 0.724633 0.865657 0.838209 0.543209 0.794738 0.604951 0.918804 0.627384 0.722881 0.878168 0.538952 0.74705 0.91419 0.939203 0.581728 0.932662 0.878488 
